observed_date,rank,licensee,assignment_count
2026-07-28,18,EVERY PERSON,576
2026-07-28,19,ISO LIMITED,552
2026-07-28,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-07-28,21,KIWIRAIL LTD,533
2026-07-28,22,MEDIAWORKS RADIO LIMITED,490
2026-07-28,23,Fire and Emergency New Zealand,474
2026-07-28,24,DEPARTMENT OF CONSERVATION,465
2026-07-28,25,TAIT SYSTEMS NZ LIMITED,433
2026-07-29,1,ONE NEW ZEALAND GROUP LIMITED,11123
2026-07-29,2,SPARK NEW ZEALAND TRADING LIMITED,10432
2026-07-29,3,TWO DEGREES NETWORKS LIMITED,8816
2026-07-29,4,CHORUS NEW ZEALAND LIMITED,3111
2026-07-29,5,EONFIBRE LIMITED,2084
2026-07-29,6,VITAL LIMITED,1978
2026-07-29,7,KIWIRAIL,1903
2026-07-29,8,KORDIA LIMITED,1465
2026-07-29,9,RURAL CONNECTIVITY GROUP LIMITED,1250
2026-07-29,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1084
2026-07-29,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-07-29,12,ENTAIN NEW ZEALAND LIMITED,657
2026-07-29,13,SPACE OPERATIONS NEW ZEALAND LIMITED,655
2026-07-29,14,LIGHTWIRE LIMITED,615
2026-07-29,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,607
2026-07-29,16,POWERCO LIMITED,600
2026-07-29,17,NZME RADIO LIMITED,593
2026-07-29,18,EVERY PERSON,576
2026-07-29,19,ISO LIMITED,552
2026-07-29,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-07-29,21,KIWIRAIL LTD,533
2026-07-29,22,MEDIAWORKS RADIO LIMITED,490
2026-07-29,23,Fire and Emergency New Zealand,474
2026-07-29,24,DEPARTMENT OF CONSERVATION,465
2026-07-29,25,TAIT SYSTEMS NZ LIMITED,433
2026-07-30,1,ONE NEW ZEALAND GROUP LIMITED,11132
2026-07-30,2,SPARK NEW ZEALAND TRADING LIMITED,10439
2026-07-30,3,TWO DEGREES NETWORKS LIMITED,8816
2026-07-30,4,CHORUS NEW ZEALAND LIMITED,3107
2026-07-30,5,EONFIBRE LIMITED,2084
2026-07-30,6,VITAL LIMITED,1978
2026-07-30,7,KIWIRAIL,1903
2026-07-30,8,KORDIA LIMITED,1465
2026-07-30,9,RURAL CONNECTIVITY GROUP LIMITED,1250
2026-07-30,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1081
2026-07-30,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-07-30,12,ENTAIN NEW ZEALAND LIMITED,657
2026-07-30,13,SPACE OPERATIONS NEW ZEALAND LIMITED,655
2026-07-30,14,LIGHTWIRE LIMITED,615
2026-07-30,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,607
2026-07-30,16,POWERCO LIMITED,600
2026-07-30,17,NZME RADIO LIMITED,593
2026-07-30,18,EVERY PERSON,576
2026-07-30,19,ISO LIMITED,552
2026-07-30,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-07-30,21,KIWIRAIL LTD,533
2026-07-30,22,MEDIAWORKS RADIO LIMITED,490
2026-07-30,23,Fire and Emergency New Zealand,474
2026-07-30,24,DEPARTMENT OF CONSERVATION,465
2026-07-30,25,TAIT SYSTEMS NZ LIMITED,433
2026-07-31,1,ONE NEW ZEALAND GROUP LIMITED,11132
2026-07-31,2,SPARK NEW ZEALAND TRADING LIMITED,10439
2026-07-31,3,TWO DEGREES NETWORKS LIMITED,8790
2026-07-31,4,CHORUS NEW ZEALAND LIMITED,3107
2026-07-31,5,EONFIBRE LIMITED,2084
2026-07-31,6,VITAL LIMITED,1978
2026-07-31,7,KIWIRAIL,1903
2026-07-31,8,KORDIA LIMITED,1465
2026-07-31,9,RURAL CONNECTIVITY GROUP LIMITED,1250
2026-07-31,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1081
2026-07-31,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-07-31,12,ENTAIN NEW ZEALAND LIMITED,657
2026-07-31,13,SPACE OPERATIONS NEW ZEALAND LIMITED,655
2026-07-31,14,LIGHTWIRE LIMITED,615
2026-07-31,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,607
2026-07-31,16,POWERCO LIMITED,600
2026-07-31,17,NZME RADIO LIMITED,593
2026-07-31,18,EVERY PERSON,576
2026-07-31,19,ISO LIMITED,552
2026-07-31,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-07-31,21,KIWIRAIL LTD,533
2026-07-31,22,MEDIAWORKS RADIO LIMITED,490
2026-07-31,23,Fire and Emergency New Zealand,474
2026-07-31,24,DEPARTMENT OF CONSERVATION,465
2026-07-31,25,TAIT SYSTEMS NZ LIMITED,433
2026-08-02,1,ONE NEW ZEALAND GROUP LIMITED,11132
2026-08-02,2,SPARK NEW ZEALAND TRADING LIMITED,10439
2026-08-02,3,TWO DEGREES NETWORKS LIMITED,8798
2026-08-02,4,CHORUS NEW ZEALAND LIMITED,3107
2026-08-02,5,EONFIBRE LIMITED,2084
2026-08-02,6,VITAL LIMITED,1978
2026-08-02,7,KIWIRAIL,1903
2026-08-02,8,KORDIA LIMITED,1465
2026-08-02,9,RURAL CONNECTIVITY GROUP LIMITED,1254
2026-08-02,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1081
2026-08-02,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-08-02,12,ENTAIN NEW ZEALAND LIMITED,657
2026-08-02,13,SPACE OPERATIONS NEW ZEALAND LIMITED,655
2026-08-02,14,LIGHTWIRE LIMITED,615
2026-08-02,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,607
2026-08-02,16,POWERCO LIMITED,600
2026-08-02,17,NZME RADIO LIMITED,593
2026-08-02,18,EVERY PERSON,576
2026-08-02,19,ISO LIMITED,552
2026-08-02,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-08-02,21,KIWIRAIL LTD,533
2026-08-02,22,MEDIAWORKS RADIO LIMITED,490
2026-08-02,23,Fire and Emergency New Zealand,474
2026-08-02,24,DEPARTMENT OF CONSERVATION,465
2026-08-02,25,TAIT SYSTEMS NZ LIMITED,433
2026-08-03,1,ONE NEW ZEALAND GROUP LIMITED,11132
2026-08-03,2,SPARK NEW ZEALAND TRADING LIMITED,10439
2026-08-03,3,TWO DEGREES NETWORKS LIMITED,8798
2026-08-03,4,CHORUS NEW ZEALAND LIMITED,3107
2026-08-03,5,EONFIBRE LIMITED,2084
2026-08-03,6,VITAL LIMITED,1978
2026-08-03,7,KIWIRAIL,1903
2026-08-03,8,KORDIA LIMITED,1465
2026-08-03,9,RURAL CONNECTIVITY GROUP LIMITED,1254
2026-08-03,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1081
2026-08-03,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-08-03,12,SPACE OPERATIONS NEW ZEALAND LIMITED,685
2026-08-03,13,ENTAIN NEW ZEALAND LIMITED,657
2026-08-03,14,LIGHTWIRE LIMITED,615
2026-08-03,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,607
2026-08-03,16,POWERCO LIMITED,600
2026-08-03,17,NZME RADIO LIMITED,593
2026-08-03,18,EVERY PERSON,576
2026-08-03,19,ISO LIMITED,552
2026-08-03,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-08-03,21,KIWIRAIL LTD,533
2026-08-03,22,MEDIAWORKS RADIO LIMITED,490
2026-08-03,23,Fire and Emergency New Zealand,474
2026-08-03,24,DEPARTMENT OF CONSERVATION,465
2026-08-03,25,TAIT SYSTEMS NZ LIMITED,433
2026-08-05,1,ONE NEW ZEALAND GROUP LIMITED,11132
2026-08-05,2,SPARK NEW ZEALAND TRADING LIMITED,10443
2026-08-05,3,TWO DEGREES NETWORKS LIMITED,8798
2026-08-05,4,CHORUS NEW ZEALAND LIMITED,3107
2026-08-05,5,EONFIBRE LIMITED,2084
2026-08-05,6,VITAL LIMITED,1978
2026-08-05,7,KIWIRAIL,1903
2026-08-05,8,KORDIA LIMITED,1465
2026-08-05,9,RURAL CONNECTIVITY GROUP LIMITED,1254
2026-08-05,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1081
2026-08-05,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-08-05,12,SPACE OPERATIONS NEW ZEALAND LIMITED,685
2026-08-05,13,ENTAIN NEW ZEALAND LIMITED,657
2026-08-05,14,LIGHTWIRE LIMITED,615
2026-08-05,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,607
2026-08-05,16,POWERCO LIMITED,600
2026-08-05,17,NZME RADIO LIMITED,593
2026-08-05,18,EVERY PERSON,576
2026-08-05,19,ISO LIMITED,552
2026-08-05,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-08-05,21,KIWIRAIL LTD,533
2026-08-05,22,MEDIAWORKS RADIO LIMITED,490
2026-08-05,23,Fire and Emergency New Zealand,474
2026-08-05,24,DEPARTMENT OF CONSERVATION,465
2026-08-05,25,TAIT SYSTEMS NZ LIMITED,433
2026-08-07,1,ONE NEW ZEALAND GROUP LIMITED,11132
2026-08-07,2,SPARK NEW ZEALAND TRADING LIMITED,10443
2026-08-07,3,TWO DEGREES NETWORKS LIMITED,8798
2026-08-07,4,CHORUS NEW ZEALAND LIMITED,3107
2026-08-07,5,EONFIBRE LIMITED,2052
2026-08-07,6,VITAL LIMITED,1978
2026-08-07,7,KIWIRAIL,1903
2026-08-07,8,KORDIA LIMITED,1465
2026-08-07,9,RURAL CONNECTIVITY GROUP LIMITED,1254
2026-08-07,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1081
2026-08-07,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-08-07,12,SPACE OPERATIONS NEW ZEALAND LIMITED,685
2026-08-07,13,ENTAIN NEW ZEALAND LIMITED,657
2026-08-07,14,LIGHTWIRE LIMITED,615
2026-08-07,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,607
2026-08-07,16,POWERCO LIMITED,600
2026-08-07,17,NZME RADIO LIMITED,593
2026-08-07,18,EVERY PERSON,576
2026-08-07,19,ISO LIMITED,552
2026-08-07,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-08-07,21,KIWIRAIL LTD,533
2026-08-07,22,MEDIAWORKS RADIO LIMITED,490
2026-08-07,23,Fire and Emergency New Zealand,474
2026-08-07,24,DEPARTMENT OF CONSERVATION,465
2026-08-07,25,TAIT SYSTEMS NZ LIMITED,433
2026-08-10,1,ONE NEW ZEALAND GROUP LIMITED,11132
2026-08-10,2,SPARK NEW ZEALAND TRADING LIMITED,10443
2026-08-10,3,TWO DEGREES NETWORKS LIMITED,8794
2026-08-10,4,CHORUS NEW ZEALAND LIMITED,3107
2026-08-10,5,EONFIBRE LIMITED,2052
2026-08-10,6,VITAL LIMITED,1978
2026-08-10,7,KIWIRAIL,1903
2026-08-10,8,KORDIA LIMITED,1467
2026-08-10,9,RURAL CONNECTIVITY GROUP LIMITED,1254
2026-08-10,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1081
2026-08-10,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-08-10,12,SPACE OPERATIONS NEW ZEALAND LIMITED,685
2026-08-10,13,ENTAIN NEW ZEALAND LIMITED,657
2026-08-10,14,LIGHTWIRE LIMITED,615
2026-08-10,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,607
2026-08-10,16,POWERCO LIMITED,600
2026-08-10,17,NZME RADIO LIMITED,593
2026-08-10,18,EVERY PERSON,576
2026-08-10,19,ISO LIMITED,552
2026-08-10,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-08-10,21,KIWIRAIL LTD,533
2026-08-10,22,MEDIAWORKS RADIO LIMITED,490
2026-08-10,23,Fire and Emergency New Zealand,474
2026-08-10,24,DEPARTMENT OF CONSERVATION,465
2026-08-10,25,TAIT SYSTEMS NZ LIMITED,433
2026-08-11,1,ONE NEW ZEALAND GROUP LIMITED,11132
2026-08-11,2,SPARK NEW ZEALAND TRADING LIMITED,10443
2026-08-11,3,TWO DEGREES NETWORKS LIMITED,8796
2026-08-11,4,CHORUS NEW ZEALAND LIMITED,3107
2026-08-11,5,EONFIBRE LIMITED,2052
2026-08-11,6,VITAL LIMITED,1978
2026-08-11,7,KIWIRAIL,1905
2026-08-11,8,KORDIA LIMITED,1467
2026-08-11,9,RURAL CONNECTIVITY GROUP LIMITED,1254
2026-08-11,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1081
2026-08-11,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-08-11,12,SPACE OPERATIONS NEW ZEALAND LIMITED,685
2026-08-11,13,ENTAIN NEW ZEALAND LIMITED,657
2026-08-11,14,LIGHTWIRE LIMITED,615
2026-08-11,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,607
2026-08-11,16,POWERCO LIMITED,600
2026-08-11,17,NZME RADIO LIMITED,593
2026-08-11,18,EVERY PERSON,576
2026-08-11,19,ISO LIMITED,552
2026-08-11,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-08-11,21,KIWIRAIL LTD,533
2026-08-11,22,MEDIAWORKS RADIO LIMITED,490
2026-08-11,23,Fire and Emergency New Zealand,477
2026-08-11,24,DEPARTMENT OF CONSERVATION,465
2026-08-11,25,TAIT SYSTEMS NZ LIMITED,433
2026-08-13,1,ONE NEW ZEALAND GROUP LIMITED,11132
2026-08-13,2,SPARK NEW ZEALAND TRADING LIMITED,10443
2026-08-13,3,TWO DEGREES NETWORKS LIMITED,8796
2026-08-13,4,CHORUS NEW ZEALAND LIMITED,3107
2026-08-13,5,EONFIBRE LIMITED,2052
2026-08-13,6,VITAL LIMITED,1978
2026-08-13,7,KIWIRAIL,1905
2026-08-13,8,KORDIA LIMITED,1467
2026-08-13,9,RURAL CONNECTIVITY GROUP LIMITED,1254
2026-08-13,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1081
2026-08-13,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-08-13,12,SPACE OPERATIONS NEW ZEALAND LIMITED,685
2026-08-13,13,ENTAIN NEW ZEALAND LIMITED,657
2026-08-13,14,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,608
2026-08-13,15,LIGHTWIRE LIMITED,605
2026-08-13,16,POWERCO LIMITED,600
2026-08-13,17,NZME RADIO LIMITED,593
2026-08-13,18,EVERY PERSON,576
2026-08-13,19,ISO LIMITED,552
2026-08-13,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-08-13,21,KIWIRAIL LTD,533
2026-08-13,22,MEDIAWORKS RADIO LIMITED,490
2026-08-13,23,Fire and Emergency New Zealand,477
2026-08-13,24,DEPARTMENT OF CONSERVATION,465
2026-08-13,25,TAIT SYSTEMS NZ LIMITED,433
2026-08-14,1,ONE NEW ZEALAND GROUP LIMITED,11132
2026-08-14,2,SPARK NEW ZEALAND TRADING LIMITED,10443
2026-08-14,3,TWO DEGREES NETWORKS LIMITED,8796
2026-08-14,4,CHORUS NEW ZEALAND LIMITED,3107
2026-08-14,5,EONFIBRE LIMITED,2052
2026-08-14,6,VITAL LIMITED,1978
2026-08-14,7,KIWIRAIL,1907
2026-08-14,8,KORDIA LIMITED,1467
2026-08-14,9,RURAL CONNECTIVITY GROUP LIMITED,1254
2026-08-14,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1081
2026-08-14,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-08-14,12,SPACE OPERATIONS NEW ZEALAND LIMITED,685
2026-08-14,13,ENTAIN NEW ZEALAND LIMITED,657
2026-08-14,14,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,608
2026-08-14,15,LIGHTWIRE LIMITED,605
2026-08-14,16,POWERCO LIMITED,600
2026-08-14,17,NZME RADIO LIMITED,593
2026-08-14,18,EVERY PERSON,576
2026-08-14,19,ISO LIMITED,552
2026-08-14,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-08-14,21,KIWIRAIL LTD,533
2026-08-14,22,MEDIAWORKS RADIO LIMITED,490
2026-08-14,23,Fire and Emergency New Zealand,477
2026-08-14,24,DEPARTMENT OF CONSERVATION,465
2026-08-14,25,TAIT SYSTEMS NZ LIMITED,433
2026-08-17,1,ONE NEW ZEALAND GROUP LIMITED,11183
2026-08-17,2,SPARK NEW ZEALAND TRADING LIMITED,10511
2026-08-17,3,TWO DEGREES NETWORKS LIMITED,8806
2026-08-17,4,CHORUS NEW ZEALAND LIMITED,3107
2026-08-17,5,EONFIBRE LIMITED,2052
2026-08-17,6,VITAL LIMITED,1978
2026-08-17,7,KIWIRAIL,1907
2026-08-17,8,KORDIA LIMITED,1467
2026-08-17,9,RURAL CONNECTIVITY GROUP LIMITED,1254
2026-08-17,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1079
2026-08-17,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-08-17,12,SPACE OPERATIONS NEW ZEALAND LIMITED,685
2026-08-17,13,POWERCO LIMITED,672
2026-08-17,14,ENTAIN NEW ZEALAND LIMITED,657
2026-08-17,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,612
